date,manufacturer,segment,brand,acv,price,sales_units
2023-09-01,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8200073074631602,14.884239395041575,2811
2023-09-01,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9535462047852928,18.685282602835496,0
2023-09-01,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9080511462317605,11.00348863393204,1411
2023-09-01,GlaxoSniffKline,Kids,White Star,0.9200494984876488,10.637074491511889,2110
2023-09-01,GlaxoSniffKline,Kids,Ninions,0.8911455024867679,16.194470708156818,1284
2023-09-01,Precter & Jangle,Kids,Cwest HyperMan,0.8621405593196934,18.25709335780757,416
2023-09-01,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-09-01,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-09-01,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8522738221103101,10.211607996680023,414
2023-09-08,GlaxoSniffKline,Adult,Parobontax,0.8995701673710572,10.81649357432267,3745
2023-09-08,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-09-08,Precter & Jangle,Adult,Cwest Pro-Heels,0.04582736673574536,13.33771584439017,0
2023-09-08,Precter & Jangle,Adult,Cwest Gum Detoxo,0.964383072575492,14.884239395041575,3084
2023-09-08,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9484835345417411,18.685282602835496,1
2023-09-08,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8648815288464475,11.00348863393204,1228
2023-09-08,GlaxoSniffKline,Kids,White Star,0.8993945362971267,10.637074491511889,1964
2023-09-08,GlaxoSniffKline,Kids,Ninions,0.8495368806075518,16.194470708156818,1178
2023-09-08,Precter & Jangle,Kids,Cwest HyperMan,0.8215516560090979,16.597357598006877,462
2023-09-08,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-09-08,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-09-08,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8488498758042149,10.211607996680023,372
2023-09-15,GlaxoSniffKline,Adult,Parobontax,0.8987184448742519,10.81649357432267,3873
2023-09-15,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-09-15,Precter & Jangle,Adult,Cwest Pro-Heels,0.029239197157135945,11.337058467731646,0
2023-09-15,Precter & Jangle,Adult,Cwest Gum Detoxo,0.89085490160139,14.884239395041575,2953
2023-09-15,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9854643299678891,18.685282602835496,2
2023-09-15,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9479461962589169,12.654011929021847,1287
2023-09-15,GlaxoSniffKline,Kids,White Star,0.8120928926630757,10.637074491511889,1479
2023-09-15,GlaxoSniffKline,Kids,Ninions,0.9588945892253491,16.194470708156818,1657
2023-09-15,Precter & Jangle,Kids,Cwest HyperMan,0.8248147711296655,16.597357598006877,477
2023-09-15,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-09-15,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-09-15,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8191459888660105,10.211607996680023,391
2023-09-22,GlaxoSniffKline,Adult,Parobontax,0.9000361204196072,10.81649357432267,3667
2023-09-22,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-09-22,Precter & Jangle,Adult,Cwest Pro-Heels,0.01692753122820599,13.33771584439017,0
2023-09-22,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9765310953212761,14.884239395041575,3282
2023-09-22,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8803531359978569,21.488074993260824,0
2023-09-22,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8275917063392487,11.00348863393204,1150
2023-09-22,GlaxoSniffKline,Kids,White Star,0.9038664340644961,10.637074491511889,1927
2023-09-22,GlaxoSniffKline,Kids,Ninions,0.8621161709643544,16.194470708156818,1131
2023-09-22,Precter & Jangle,Kids,Cwest HyperMan,0.9020476201836488,16.597357598006877,556
2023-09-22,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-09-22,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-09-22,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8837425682454622,9.701027596846021,490
2023-09-29,GlaxoSniffKline,Adult,Parobontax,0.9916998941469438,10.81649357432267,4306
2023-09-29,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-09-29,Precter & Jangle,Adult,Cwest Pro-Heels,0.010623770295965859,14.671487428829192,0
2023-09-29,Precter & Jangle,Adult,Cwest Gum Detoxo,0.935905940949805,14.884239395041575,2981
2023-09-29,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8838440431309352,18.685282602835496,1
2023-09-29,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8660032351691815,11.00348863393204,1198
2023-09-29,GlaxoSniffKline,Kids,White Star,0.8259827741979917,10.637074491511889,1650
2023-09-29,GlaxoSniffKline,Kids,Ninions,0.8535683714987586,16.194470708156818,1255
2023-09-29,Precter & Jangle,Kids,Cwest HyperMan,0.8770705988823444,16.597357598006877,545
2023-09-29,Precter & Jangle,Kids,Cwest Happy baby,0.0,19.193002774611717,0
2023-09-29,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-09-29,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.7879727616273414,10.211607996680023,352
2023-10-06,GlaxoSniffKline,Adult,Parobontax,0.8699635242579291,10.81649357432267,3814
2023-10-06,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-10-06,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-10-06,Precter & Jangle,Adult,Cwest Gum Detoxo,0.944474776438309,14.884239395041575,3208
2023-10-06,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8283213879976274,18.685282602835496,0
2023-10-06,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9572977654416257,11.00348863393204,1448
2023-10-06,GlaxoSniffKline,Kids,White Star,0.8087895146346307,10.637074491511889,1439
2023-10-06,GlaxoSniffKline,Kids,Ninions,0.915621229842067,16.194470708156818,1553
2023-10-06,Precter & Jangle,Kids,Cwest HyperMan,0.8084502380103206,17.42722547790722,416
2023-10-06,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-10-06,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-10-06,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.821742940280999,9.19044719701202,495
2023-10-13,GlaxoSniffKline,Adult,Parobontax,0.8447158793140532,10.81649357432267,3249
2023-10-13,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.015198856791071146,11.39116546459271,0
2023-10-13,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-10-13,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9887086789637692,12.651603485785335,3760
2023-10-13,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.978997460202276,18.685282602835496,0
2023-10-13,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9002055512872895,11.00348863393204,1261
2023-10-13,GlaxoSniffKline,Kids,White Star,0.9813153271086165,10.637074491511889,2216
2023-10-13,GlaxoSniffKline,Kids,Ninions,0.9032713379138678,16.194470708156818,1120
2023-10-13,Precter & Jangle,Kids,Cwest HyperMan,0.8321944284130868,16.597357598006877,369
2023-10-13,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-10-13,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-10-13,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9355729701912038,10.211607996680023,483
2023-10-20,GlaxoSniffKline,Adult,Parobontax,0.9043497082117716,10.81649357432267,4163
2023-10-20,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.023871321216566238,11.39116546459271,0
2023-10-20,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-10-20,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8204062988622143,14.884239395041575,2685
2023-10-20,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9796907884493004,18.685282602835496,1
2023-10-20,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8187964337076277,9.903139770538836,1333
2023-10-20,GlaxoSniffKline,Kids,White Star,0.8520686038089681,10.637074491511889,1688
2023-10-20,GlaxoSniffKline,Kids,Ninions,0.9726348293205896,16.194470708156818,1748
2023-10-20,Precter & Jangle,Kids,Cwest HyperMan,0.8873973240138654,16.597357598006877,485
2023-10-20,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-10-20,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-10-20,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8897469151144313,10.211607996680023,439
2023-10-27,GlaxoSniffKline,Adult,Parobontax,0.9281196457293571,10.81649357432267,3971
2023-10-27,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.041576345584954086,11.39116546459271,0
2023-10-27,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-10-27,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9735526453311227,14.884239395041575,3217
2023-10-27,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9911719932364613,18.685282602835496,0
2023-10-27,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9356168589606964,11.00348863393204,1406
2023-10-27,GlaxoSniffKline,Kids,White Star,0.8141287619831282,10.637074491511889,1611
2023-10-27,GlaxoSniffKline,Kids,Ninions,0.8905866880351299,16.194470708156818,1423
2023-10-27,Precter & Jangle,Kids,Cwest HyperMan,0.7951270838646449,16.597357598006877,423
2023-10-27,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-10-27,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-10-27,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9770728246990928,10.211607996680023,576
2023-11-03,GlaxoSniffKline,Adult,Parobontax,0.987620461160368,10.81649357432267,4408
2023-11-03,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.06798422979951141,13.099840284281619,2
2023-11-03,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-11-03,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8581847453441465,14.884239395041575,2771
2023-11-03,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9467418721532218,18.685282602835496,0
2023-11-03,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9830748338446693,11.00348863393204,1522
2023-11-03,GlaxoSniffKline,Kids,White Star,0.802481885477132,10.637074491511889,1507
2023-11-03,GlaxoSniffKline,Kids,Ninions,0.9291436825405528,16.194470708156818,1581
2023-11-03,Precter & Jangle,Kids,Cwest HyperMan,0.7783702025364988,16.597357598006877,339
2023-11-03,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-11-03,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-11-03,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9406830935564227,10.211607996680023,582
2023-11-10,GlaxoSniffKline,Adult,Parobontax,0.9160958442100999,10.81649357432267,3931
2023-11-10,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.09804063518628126,11.39116546459271,2
2023-11-10,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-11-10,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9640597640193285,14.884239395041575,3202
2023-11-10,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9764180267082638,18.685282602835496,1
2023-11-10,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8343221364557886,11.00348863393204,1206
2023-11-10,GlaxoSniffKline,Kids,White Star,0.9728391968670926,10.637074491511889,2303
2023-11-10,GlaxoSniffKline,Kids,Ninions,0.8915547154809155,16.194470708156818,1180
2023-11-10,Precter & Jangle,Kids,Cwest HyperMan,0.8887782867281608,16.597357598006877,444
2023-11-10,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-11-10,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-11-10,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9868788095812826,10.211607996680023,528
2023-11-17,GlaxoSniffKline,Adult,Parobontax,0.8530948446334973,10.81649357432267,3868
2023-11-17,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.1702974767448752,11.39116546459271,6
2023-11-17,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-11-17,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8446843567815118,14.884239395041575,2800
2023-11-17,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9133773568297943,18.685282602835496,0
2023-11-17,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9837293849854267,11.00348863393204,1580
2023-11-17,GlaxoSniffKline,Kids,White Star,0.9714096946634576,10.637074491511889,2251
2023-11-17,GlaxoSniffKline,Kids,Ninions,0.9351794591914666,16.194470708156818,1364
2023-11-17,Precter & Jangle,Kids,Cwest HyperMan,0.7560748836289255,14.10775395830584,479
2023-11-17,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-11-17,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,16.569484007530537,0
2023-11-17,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9698613772473194,10.211607996680023,533
2023-11-24,GlaxoSniffKline,Adult,Parobontax,0.9850566836367561,10.81649357432267,4505
2023-11-24,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.2413672208463401,11.39116546459271,7
2023-11-24,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-11-24,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8936547882305422,14.884239395041575,2895
2023-11-24,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9678712149712413,18.685282602835496,5
2023-11-24,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8008882808711685,11.00348863393204,1106
2023-11-24,GlaxoSniffKline,Kids,White Star,0.9488808187386574,10.637074491511889,2119
2023-11-24,GlaxoSniffKline,Kids,Ninions,0.9801959831481324,16.194470708156818,1651
2023-11-24,Precter & Jangle,Kids,Cwest HyperMan,0.7778023861303258,16.597357598006877,346
2023-11-24,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-11-24,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-11-24,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8237696067477643,10.211607996680023,332
2023-12-01,GlaxoSniffKline,Adult,Parobontax,0.8969964772626159,10.81649357432267,4127
2023-12-01,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.33981149786102655,11.39116546459271,16
2023-12-01,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-12-01,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8278073761726337,14.884239395041575,2815
2023-12-01,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8652243129239316,18.685282602835496,0
2023-12-01,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9908774044268561,11.00348863393204,1678
2023-12-01,GlaxoSniffKline,Kids,White Star,0.9584301107289243,10.637074491511889,2507
2023-12-01,GlaxoSniffKline,Kids,Ninions,0.8193382305396594,16.194470708156818,945
2023-12-01,Precter & Jangle,Kids,Cwest HyperMan,0.8068825910049178,16.597357598006877,377
2023-12-01,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-12-01,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-12-01,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9690218365164854,10.211607996680023,586
2023-12-08,GlaxoSniffKline,Adult,Parobontax,0.9328478742878158,9.734844216890403,4408
2023-12-08,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.45974658410028174,11.39116546459271,21
2023-12-08,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-12-08,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9610422822595405,14.884239395041575,3189
2023-12-08,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9514494283477563,18.685282602835496,0
2023-12-08,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9218441164030269,11.00348863393204,1392
2023-12-08,GlaxoSniffKline,Kids,White Star,0.8556309889107472,10.637074491511889,1656
2023-12-08,GlaxoSniffKline,Kids,Ninions,0.9788096282203416,16.194470708156818,1753
2023-12-08,Precter & Jangle,Kids,Cwest HyperMan,0.5980590191505574,16.597357598006877,190
2023-12-08,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-12-08,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,16.569484007530537,0
2023-12-08,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9389265070158979,10.211607996680023,527
2023-12-15,GlaxoSniffKline,Adult,Parobontax,0.8915641631376117,10.81649357432267,4146
2023-12-15,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.6143522212002903,11.39116546459271,50
2023-12-15,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-12-15,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8585099297163077,14.884239395041575,3051
2023-12-15,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.951738154996055,18.685282602835496,2
2023-12-15,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8516219944701721,11.00348863393204,1353
2023-12-15,GlaxoSniffKline,Kids,White Star,0.9165673263707002,10.637074491511889,2225
2023-12-15,GlaxoSniffKline,Kids,Ninions,0.9804454666670803,16.194470708156818,1803
2023-12-15,Precter & Jangle,Kids,Cwest HyperMan,0.5467948878067141,16.597357598006877,160
2023-12-15,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-12-15,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-12-15,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8367015072559598,10.211607996680023,430
2023-12-22,GlaxoSniffKline,Adult,Parobontax,0.8377512815508933,10.81649357432267,4015
2023-12-22,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.6709458200100628,11.39116546459271,94
2023-12-22,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2023-12-22,Precter & Jangle,Adult,Cwest Gum Detoxo,0.894639749160741,14.884239395041575,3227
2023-12-22,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9236466829329227,18.685282602835496,0
2023-12-22,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8329000752849702,11.00348863393204,1398
2023-12-22,GlaxoSniffKline,Kids,White Star,0.9471815973937407,10.637074491511889,2622
2023-12-22,GlaxoSniffKline,Kids,Ninions,0.8722367682328503,16.194470708156818,1417
2023-12-22,Precter & Jangle,Kids,Cwest HyperMan,0.41965688273707197,16.597357598006877,88
2023-12-22,Precter & Jangle,Kids,Cwest Happy baby,0.015618888084671496,17.4481843405561,0
2023-12-22,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-12-22,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.828466039009794,10.211607996680023,444
2023-12-29,GlaxoSniffKline,Adult,Parobontax,0.9281990489208506,10.81649357432267,4407
2023-12-29,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.6693453725241978,11.39116546459271,74
2023-12-29,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,12.670830052170665,0
2023-12-29,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9590837535510607,14.884239395041575,3400
2023-12-29,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9678721196483755,18.685282602835496,3
2023-12-29,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8874140164660975,11.00348863393204,1407
2023-12-29,GlaxoSniffKline,Kids,White Star,0.8499242037475043,10.637074491511889,2266
2023-12-29,GlaxoSniffKline,Kids,Ninions,0.800675691466494,16.194470708156818,1229
2023-12-29,Precter & Jangle,Kids,Cwest HyperMan,0.3617834808579684,16.597357598006877,67
2023-12-29,Precter & Jangle,Kids,Cwest Happy baby,0.029257863545635986,17.4481843405561,0
2023-12-29,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2023-12-29,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8611055592089419,10.211607996680023,537
2024-01-05,GlaxoSniffKline,Adult,Parobontax,0.9369649843142603,10.81649357432267,4541
2024-01-05,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.7304395958459062,11.960723737822349,68
2024-01-05,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,12.670830052170665,0
2024-01-05,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8742686853592947,14.884239395041575,2919
2024-01-05,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9352360245289149,18.685282602835496,0
2024-01-05,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8864104352817325,11.00348863393204,1403
2024-01-05,GlaxoSniffKline,Kids,White Star,0.9462514806454164,10.637074491511889,2511
2024-01-05,GlaxoSniffKline,Kids,Ninions,0.8918060548484424,16.194470708156818,1401
2024-01-05,Precter & Jangle,Kids,Cwest HyperMan,0.24293769381558397,16.597357598006877,22
2024-01-05,Precter & Jangle,Kids,Cwest Happy baby,0.045195757644411756,17.4481843405561,0
2024-01-05,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2024-01-05,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9616961722340661,10.211607996680023,610
2024-01-12,GlaxoSniffKline,Adult,Parobontax,0.8135894291124536,10.81649357432267,3724
2024-01-12,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.8675645874402877,11.39116546459271,96
2024-01-12,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2024-01-12,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9770767657069174,14.884239395041575,3722
2024-01-12,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8498305261060455,20.553810863119043,0
2024-01-12,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9012536925101556,11.00348863393204,1405
2024-01-12,GlaxoSniffKline,Kids,White Star,0.9594638698412982,10.637074491511889,2591
2024-01-12,GlaxoSniffKline,Kids,Ninions,0.9350801333749529,16.194470708156818,1538
2024-01-12,Precter & Jangle,Kids,Cwest HyperMan,0.14901441485482397,16.597357598006877,4
2024-01-12,Precter & Jangle,Kids,Cwest Happy baby,0.06499993999317834,17.4481843405561,0
2024-01-12,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2024-01-12,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.8776398809009754,10.211607996680023,479
2024-01-19,GlaxoSniffKline,Adult,Parobontax,0.8496801203090547,10.81649357432267,4143
2024-01-19,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.8235226643051983,10.821607191363075,113
2024-01-19,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,12.003944259951156,0
2024-01-19,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9021065198920731,14.884239395041575,3328
2024-01-19,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8103140140037508,18.685282602835496,0
2024-01-19,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9034406448581294,11.00348863393204,1621
2024-01-19,GlaxoSniffKline,Kids,White Star,0.9043319322693203,10.637074491511889,2514
2024-01-19,GlaxoSniffKline,Kids,Ninions,0.8400134685884119,16.194470708156818,1330
2024-01-19,Precter & Jangle,Kids,Cwest HyperMan,0.11344970697089188,16.597357598006877,5
2024-01-19,Precter & Jangle,Kids,Cwest Happy baby,0.11878678990656512,17.4481843405561,0
2024-01-19,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2024-01-19,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9081487317525545,10.211607996680023,590
2024-01-26,GlaxoSniffKline,Adult,Parobontax,0.8061871415737,10.81649357432267,3742
2024-01-26,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.9231798298117917,11.39116546459271,110
2024-01-26,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2024-01-26,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9886568832486704,14.884239395041575,3907
2024-01-26,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8651674101404406,18.685282602835496,1
2024-01-26,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8173555851430591,11.00348863393204,1371
2024-01-26,GlaxoSniffKline,Kids,White Star,0.9287550482759277,10.637074491511889,2642
2024-01-26,GlaxoSniffKline,Kids,Ninions,0.8365545943564466,15.384747172748977,1401
2024-01-26,Precter & Jangle,Kids,Cwest HyperMan,0.07467326988785433,16.597357598006877,0
2024-01-26,Precter & Jangle,Kids,Cwest Happy baby,0.16913724486797407,17.4481843405561,4
2024-01-26,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,18.147530103485824,0
2024-01-26,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9002465812118607,10.211607996680023,551
2024-02-02,GlaxoSniffKline,Adult,Parobontax,0.7347133276007,10.81649357432267,3539
2024-02-02,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.8859019016996946,11.39116546459271,142
2024-02-02,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,13.33771584439017,0
2024-02-02,Precter & Jangle,Adult,Cwest Gum Detoxo,0.954291154249083,14.884239395041575,4031
2024-02-02,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8390620363049655,18.685282602835496,0
2024-02-02,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8496707082839929,11.00348863393204,1591
2024-02-02,GlaxoSniffKline,Kids,White Star,0.8051281199413047,10.637074491511889,2116
2024-02-02,GlaxoSniffKline,Kids,Ninions,0.8727292190617122,16.194470708156818,1759
2024-02-02,Precter & Jangle,Kids,Cwest HyperMan,0.04542328933751678,16.597357598006877,0
2024-02-02,Precter & Jangle,Kids,Cwest Happy baby,0.2235762755629217,17.4481843405561,9
2024-02-02,Smolgate-Jalmolive,Kids,Smolgate Total,0.0,15.780460959552888,0
2024-02-02,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.9262154646414704,10.72218839651402,627
2024-02-09,GlaxoSniffKline,Adult,Parobontax,0.6902538744271528,10.81649357432267,3255
2024-02-09,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.8663138325273573,11.39116546459271,131
2024-02-09,Precter & Jangle,Adult,Cwest Pro-Heels,0.0,12.670830052170665,0
2024-02-09,Precter & Jangle,Adult,Cwest Gum Detoxo,0.9987229553837503,14.884239395041575,4167
2024-02-09,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9810305567286309,18.685282602835496,4
2024-02-09,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8290185983418704,11.00348863393204,1453
